,Country,Country_Code,1996_hchm_avg,1996_count,2007_hchm_avg,2007_count,2008_hchm_avg,2008_count,2009_hchm_avg,2009_count,2010_hchm_avg,2010_count,2015_hchm_avg,2015_count,2016_hchm_avg,2016_count,2017_hchm_avg,2017_count,2018_hchm_avg,2018_count,2019_hchm_avg,2019_count,2020_hchm_avg,2020_count
99,Saint-Martin,MAF,5.158675193786621,16,5.158675193786621,16,5.158675193786621,16,5.246397319592927,19,5.246397319592927,19,5.246397319592927,38,5.246397319592927,19,5.220405578613281,18,5.191355985753677,17,5.212965393066407,15,5.275011880057199,14
100,Madagascar,MDG,10.801398591980439,3101361,10.914805950963633,3047782,10.932888323063333,3024538,10.931192666783106,3024452,10.92220144642484,3018727,10.896748339968964,6030356,10.878313840871902,3005577,10.862933335104811,3007876,10.842632174503523,3020999,10.826702471832261,3031560,10.816841281791879,3025183
101,Maldives,MDV,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,2020,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010
102,Mexico,MEX,6.600765114316896,11785467,6.701570411661958,11450479,6.752757259795543,11260507,6.792061541517245,11145934,6.792990989880494,11102237,6.789824785683529,22072796,6.767158884154606,11042165,6.753917166541432,11104695,6.721890781564649,11232897,6.7210241589745,11255038,6.7543740687595495,11127833
103,Marshall Islands,MHL,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,688,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344
104,New Caledonia,NCL,6.171379490263731,372118,6.224928856919819,366073,6.22992167838744,364654,6.22642556416598,362431,6.217185893863952,362566,6.19616740765645,725572,6.175649440481906,364602,6.165534730393158,365266,6.153406810233746,369157,6.133246732503053,375166,6.117125073979518,377371
105,Peru,PER,8.981315885312297,59883,9.358315201374058,54899,9.443199512483556,53118,9.322933710207858,53483,9.263997305209493,53880,9.141621169636881,107582,9.016200360386135,54178,8.875913165940132,55235,8.79980559698378,56909,8.825933763794906,57579,8.859223473854671,57227
106,Philippines,PHL,7.722040298951484,3134507,7.829674634129687,3045766,7.867228743194132,2991142,7.87401324632495,2981145,7.8729474059718925,2973132,7.844516139409987,5947980,7.813013426687524,2972726,7.806171731420542,2975067,7.7773367953044374,3000798,7.753671933370293,3021842,7.73766587856728,3020028
107,Palau,PLW,15.153360140155655,60107,15.115818753082522,60510,15.089485042154644,60587,15.096638321031516,60521,15.101914835095894,60552,15.108124400398072,121166,15.116155063038251,60613,15.110547595647633,61065,15.132445546753832,61092,15.148962871294867,60599,15.146460020946243,60416
108,Papua New Guinea,PNG,17.324242138457507,4861320,17.332204363015094,4873986,17.33863588239685,4866954,17.33379700151154,4864832,17.33536553310003,4854068,17.30496197564593,9666110,17.29283397157054,4819765,17.27790916802594,4817478,17.270266591213694,4815965,17.27180194812938,4805074,17.27609997471481,4790169
109,Sint Maarten,SXM,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,130,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65
110,Seychelles,SYC,11.016881157644093,4096,11.010543664296469,4104,11.010543664296469,4104,11.011128723360072,4106,11.01730669519034,4099,11.019762194867475,8184,11.028560374829443,4081,11.02732082161249,4080,11.031662750617857,4083,11.034834000372118,4092,11.035133746828619,4092
111,Turks and Caicos Islands,TCA,6.741170815664517,236292,6.672763446557025,167515,6.647218267601657,148736,6.651625172890733,148215,6.654893101071275,142167,6.673387372124633,307526,6.693627025462963,162000,6.708802739449138,168209,6.698573223700805,162543,6.689864368719646,164103,6.687071733775627,172133
112,Wallis and Futuna,WLF,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,596,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298
113,Samoa,WSM,12.430668321892348,2522,12.444843269910749,2563,12.421546903644828,2591,12.383322916166442,2603,12.410772023766416,2589,12.382987500918038,5106,12.364965665548237,2524,12.369908284666998,2515,12.432161524228238,2470,12.435827372835769,2498,12.42624694726874,2508
114,Togo,TGO,4.691131479185886,542,4.974675533011091,417,5.205175093529929,355,5.340267567152388,356,5.328595842633929,378,5.110968338815789,760,4.948898397909629,370,5.04391397894385,374,4.988956420569407,371,4.8790535274071924,431,4.79948014127994,501
115,Thailand,THA,9.76575589636582,2771433,9.923174194317555,2676321,10.001418305988556,2614896,10.006621821261529,2603320,9.988543413658808,2606433,9.951473207929391,5217492,9.926071799764202,2611664,9.903791794439858,2627061,9.93157926359434,2624002,9.909241231386686,2642459,9.851424143136486,2672317
116,Timor-Leste,TLS,11.312627618279738,11165,11.655681729784199,11220,11.799823516939197,11098,11.793051075370004,11091,11.820804533501738,11057,11.727234481332548,22300,11.671398618057085,11137,11.72731536408196,11151,11.737706819655974,11130,11.689149732279,11172,11.652700888347155,11165
117,Tonga,TON,7.115065951210288,11898,7.183551716942413,11756,7.180898706702922,11826,7.163003229630535,12014,7.105639711053198,12087,7.076596389513023,24534,7.076248573605161,12255,7.062527209106996,12185,7.024829502191074,12066,7.0268101263002265,11921,7.1024309591858,11694
118,Trinidad and Tobago,TTO,13.691488271544868,88951,13.725385825954866,88193,13.722408402407149,87923,13.705212443160654,87926,13.685152728200215,88123,13.635864922482444,175942,13.608135360613627,87761,13.603696537222222,87716,13.576082048975493,88811,13.557377376268557,89324,13.589591904421225,87644
119,British Virgin Islands,VGB,4.5720492055216635,1004,4.8251371067880795,906,4.81111635358146,890,4.808091001157408,945,4.87906555792298,990,4.821801009211177,2022,4.788469453424329,1044,4.709746057174626,1068,4.6735055905963305,1090,4.5386911245492785,1040,4.38883073516705,1085
120,"Virgin Islands, U.S.",VIR,7.8141335378513626,2935,7.877649923073493,2803,7.908399137544803,2790,7.901017819834637,2812,7.864793379934211,2850,7.658071734762046,5894,7.620443269769749,2899,7.701240207837976,2944,7.753890278960817,2935,7.711259918524506,2938,7.641173764244085,2874
121,South Africa,ZAF,10.290770001135524,30883,10.421531965466592,31606,10.45016281441283,31311,10.45454145613316,31286,10.416366849306282,31453,10.3056182670223,63876,10.311742646004994,31657,10.294406756167854,31803,10.246822082067334,31989,10.202435678151659,32207,10.222100584927833,31918
